DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
03-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.9,19.2,19,19.1,-0.1,0.52%,"10,112,100",-
04-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.9,19.05,18.95,19,-0.05,0.26%,"2,623,500",-
05-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.6,19,18.8,18.95,-0.15,0.79%,"12,900,500",-
06-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.5,19,18.6,18.8,-0.2,1.06%,"28,016,700",-
09-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.45,18.8,18.5,18.6,-0.1,0.54%,"18,451,400",-
10-Jan-17,SCOM,Safaricom Plc,23.5,33.5,17.8,18.6,18.2,18.5,-0.3,1.62%,"14,399,200",-
11-Jan-17,SCOM,Safaricom Plc,23.5,33.5,17.95,18.5,18,18.2,-0.2,1.10%,"16,375,700",-
12-Jan-17,SCOM,Safaricom Plc,23.5,33.5,17.85,18,17.95,18,-0.05,0.28%,"12,902,900",-
13-Jan-17,SCOM,Safaricom Plc,23.5,33.5,17.85,18,17.95,17.95,-,-,"21,490,900",-
16-Jan-17,SCOM,Safaricom Plc,23.5,33.5,17.85,18,17.95,17.95,-,-,"3,721,600",-
17-Jan-17,SCOM,Safaricom Plc,23.5,33.5,17.9,18,17.95,17.95,-,-,"5,467,100",-
18-Jan-17,SCOM,Safaricom Plc,23.5,33.5,17.85,18.3,18.05,17.95,0.1,0.56%,"29,114,000",-
19-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.1,18.3,18.15,18.05,0.1,0.55%,"17,568,700",-
20-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.1,18.3,18.15,18.15,-,-,"10,781,400",-
23-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.05,18.3,18.2,18.15,0.05,0.28%,"974,900",-
24-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.15,19,18.2,18.2,-,-,"12,379,200",-
25-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.15,18.25,18.2,18.2,-,-,"3,375,900",-
26-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.15,18.35,18.25,18.2,0.05,0.27%,"6,200,000",-
27-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.2,18.5,18.35,18.25,0.1,0.55%,"9,779,300",-
30-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.25,18.5,18.35,18.35,-,-,"634,100",-
31-Jan-17,SCOM,Safaricom Plc,23.5,33.5,18.3,18.6,18.5,18.35,0.15,0.82%,"5,451,000",-
01-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18.4,18.7,18.55,18.5,0.05,0.27%,"60,480,100",-
02-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18.55,19,18.55,18.55,-,-,"3,949,200",-
03-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18.55,19,18.65,18.55,0.1,0.54%,"13,730,700",-
06-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18.65,19.2,18.9,18.65,0.25,1.34%,"24,381,900",-
07-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18.3,19,18.65,18.9,-0.25,1.32%,"9,843,900",-
08-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18.1,18.7,18.4,18.65,-0.25,1.34%,"17,107,200",-
09-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18.05,18.55,18.45,18.4,0.05,0.27%,"25,990,000",-
10-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18.35,18.55,18.45,18.45,-,-,"11,789,700",-
13-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18.3,18.5,18.35,18.45,-0.1,0.54%,"4,306,200",-
14-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18.15,18.5,18.3,18.35,-0.05,0.27%,"9,675,400",-
15-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18.15,18.3,18.2,18.3,-0.1,0.55%,"45,462,100",-
16-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18,18.4,18.2,18.2,-,-,"4,696,600",-
17-Feb-17,SCOM,Safaricom Plc,23.5,33.5,18,18.25,18.05,18.2,-0.15,0.82%,"13,190,000",-
20-Feb-17,SCOM,Safaricom Plc,23.5,33.5,17.9,18.1,18,18.05,-0.05,0.28%,"9,694,400",-
21-Feb-17,SCOM,Safaricom Plc,23.5,33.5,17.95,18.05,18,18,-,-,"9,925,500",-
22-Feb-17,SCOM,Safaricom Plc,23.5,33.5,17.95,18.5,18,18,-,-,"31,340,300",-
23-Feb-17,SCOM,Safaricom Plc,23.5,33.5,17.95,18.4,18,18,-,-,"6,851,900",-
24-Feb-17,SCOM,Safaricom Plc,23.5,33.5,17.95,18.15,18.05,18,0.05,0.28%,"31,609,000",-
27-Feb-17,SCOM,Safaricom Plc,23.5,33.5,17.7,18.5,17.85,18.05,-0.2,1.11%,"2,058,900",-
